Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
28.0,4.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,11.01
30.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,3.03
25.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,20.18
37.0,4.0,Cloudy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,31,19.36
37.0,4.5,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,24,13.77
25.0,4.2,Sunny,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,50,4.54
39.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,6.22
27.0,4.9,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,26,6.04
37.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,25,17.1
35.0,4.9,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,7.66
32.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,19,6.12
33.0,4.7,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,26,10.43
21.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,Urban,13,6.29
28.0,4.8,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,21,17.07
24.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,12.44
39.0,4.1,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,9.09
27.0,4.6,Stormy,Medium,2,Snack,scooter,1.0,No,Urban,20,7.79
39.0,4.4,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,34,9.35
27.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,7.66
24.0,4.8,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,23,6.21
21.0,4.5,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,12,1.55
26.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,19.36
33.0,4.7,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,30,19.66
20.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,13.97
38.0,4.9,Sunny,High,1,Drinks,scooter,1.0,No,Urban,18,3.11
33.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36,13.83
21.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Urban,13,1.54
31.0,4.6,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,27,4.66
26.0,4.7,Fog,Medium,2,Meal,scooter,1.0,No,Urban,12,6.12
39.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Urban,15,1.51
30.0,4.2,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,39,12.11
35.0,4.3,Fog,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,44,10.88
38.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,12.26
35.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,9.07
35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,13.58
24.0,4.8,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,17,7.68
39.0,4.8,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,28,7.68
22.0,4.3,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,4.67
25.0,4.9,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,19,3.12
31.0,4.3,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,9.19
32.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,45,10.87
30.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,27,20.21
25.0,4.5,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,23,10.64
21.0,4.9,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,16,20.21
29.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,11.75
38.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,37,19.67
32.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,12.23
21.0,4.9,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,12,12.44
37.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Urban,17,1.51
31.0,4.5,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,38,19.62
20.0,4.6,Sunny,High,1,Drinks,scooter,0.0,No,Metropolitian,18,5.96
32.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,4.67
30.0,5.0,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,25,7.76
22.0,4.5,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,23,3.02
37.0,4.0,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,34,13.48
28.0,4.7,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,21,19.76
30.0,4.2,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,1.54
26.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,19.66
37.0,5.0,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,20.85
38.0,4.0,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,47,16.85
34.0,4.8,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,12.11
31.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,7.77
35.0,4.3,Windy,Jam,2,Snack,electric_scooter,0.0,No,Urban,39,10.68
25.0,4.5,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,3.1
29.0,4.6,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,12.44
38.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,21,1.51
31.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,3.03
27.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,13,10.87
23.0,4.6,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,19.66
27.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,13.99
36.0,4.5,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31,10.76
39.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,34,1.54
21.0,3.1,Sunny,Low,2,Drinks,electric_scooter,2.0,No,Metropolitian,33,11.92
26.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.44
26.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,13.79
29.0,4.9,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,16,3.03
36.0,4.1,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39,12.42
22.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,20,1.55
39.0,4.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,45,12.26
29.0,4.5,Sandstorms,High,1,Drinks,scooter,0.0,No,Metropolitian,24,1.51
29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,11.92
29.0,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,10.71
32.0,4.3,Stormy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,38,17.3
29.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,15,13.18
26.0,4.7,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,12.29
29.0,4.8,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,10.88
39.0,4.8,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,1.55
22.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,1.54
20.0,5.0,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,19.88
36.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,4.53
24.0,4.3,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,38,10.88
20.0,4.2,Sunny,High,0,Snack,motorcycle,1.0,Yes,Metropolitian,44,3.07
24.0,5.0,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,24,13.97
36.0,4.9,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,7.57
22.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,10.87
32.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,12.16
33.0,5.0,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,28,4.53
30.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,24,9.22
27.0,5.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,23,10.91
39.0,4.1,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,31,7.56
32.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,1.49
20.0,4.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,10.92
31.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,1.5
27.0,4.5,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,38,12.29
26.0,4.5,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,28,12.1
36.0,3.8,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,13.62
30.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,1.56
29.0,4.6,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,18,12.46
38.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,30,1.51
37.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,9.07
22.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,20.29
37.0,4.4,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,5.96
39.0,5.0,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,27,12.44
37.0,4.8,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,20,16.85
31.0,4.5,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,47,13.83
28.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,10.76
32.0,4.7,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,28,6.05
29.0,4.9,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,24,12.46
30.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,27,6.24
39.0,4.3,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,6.22
31.0,4.6,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,9.44
21.0,5.0,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,15,11.92
21.0,4.5,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,18,2.98
24.0,4.6,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,29,9.44
22.0,4.6,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,17,19.66
34.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,3.07
30.0,4.4,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,33,6.21
31.0,4.6,Sunny,Medium,2,Meal,motorcycle,1.0,No,Urban,21,6.12
25.0,2.7,Sunny,Low,1,Snack,motorcycle,2.0,No,Metropolitian,39,10.87
27.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,7.86
33.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,19.47
38.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,22,3.15
23.0,4.9,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,10,6.29
37.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,20,3.06
25.0,4.9,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,21,6.13
37.0,5.0,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,18,6.04
27.0,4.8,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,13,6.05
38.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,7.8
29.0,4.8,Fog,Medium,1,Buffet,motorcycle,0.0,Yes,Metropolitian,39,14.02
37.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,30,13.61
38.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,10.42
22.0,4.5,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,3.07
25.0,4.7,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Urban,25,19.69
35.0,4.0,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,42,14.15
34.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,41,14.15
38.0,4.2,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,34,20.97
36.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,44,17.07
34.0,4.2,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,36,10.56
25.0,4.2,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,23,9.44
34.0,4.2,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,4.66
30.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,4.66
32.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,39,19.92
22.0,4.1,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,10.87
36.0,4.5,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,1.51
27.0,4.5,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,4.59
22.0,4.8,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,44,11.91
28.0,4.9,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,23,19.97
21.0,4.6,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,23,12.11
25.0,4.9,Stormy,Low,2,Meal,scooter,0.0,No,Urban,16,16.65
26.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,14.02
31.0,4.6,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,4.6
28.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,6.05
28.0,4.9,Windy,Low,2,Drinks,scooter,0.0,No,Urban,11,3.12
37.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20.21
29.0,4.6,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,12,7.76
35.0,4.2,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,19.91
33.0,4.8,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,33,17.07
27.0,4.7,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,40,20.44
39.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,17.08
29.0,4.5,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,14,10.71
25.0,4.6,Fog,High,2,Meal,scooter,1.0,No,Urban,23,6.13
31.0,4.8,Stormy,Medium,2,Snack,electric_scooter,1.0,No,Urban,26,10.59
22.0,4.9,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,12.1
23.0,4.9,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,23,13.68
24.0,4.7,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,18,19.66
29.0,5.0,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,13.77
31.0,4.1,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,4.66
29.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,16.72
32.0,5.0,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,26,7.6
38.0,4.9,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,13.79
38.0,4.7,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,48,14.05
30.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,1.53
20.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,43,14.04
24.0,4.9,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,11,7.56
32.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,Yes,Urban,40,20.97
25.0,4.6,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,11,9.31
25.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,10.87
22.0,4.7,Windy,High,0,Buffet,motorcycle,0.0,No,Urban,15,5.86
37.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.35
25.0,5.0,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,7.65
21.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Urban,12,1.53
29.0,4.1,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,28,4.54
32.0,4.5,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,39,10.57
23.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,7.77
32.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,31,12.26
22.0,4.8,Cloudy,High,2,Drinks,scooter,1.0,No,Urban,23,1.55
27.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,1.47
32.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,28,3.02
20.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,7.77
29.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,19.62
28.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,16,3.02
34.0,4.9,Cloudy,Medium,1,Drinks,motorcycle,1.0,Yes,Metropolitian,44,17.14
30.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Urban,17,14.02
35.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,37,19.76
35.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,4.61
21.0,4.6,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,26,10.92
36.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,36,13.68
39.0,4.4,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,43,17.14
21.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,3.11
34.0,4.2,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,31,7.45
22.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,22,10.44
36.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,1.53
21.0,4.6,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,11,12.12
26.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,16.6
25.0,4.8,Windy,Low,2,Meal,motorcycle,1.0,No,Urban,19,10.88
39.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,16.61
29.0,4.0,Cloudy,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,39,20.18
30.0,4.3,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,36,13.97
25.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,9.18
28.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,20,16.85
27.0,4.5,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,19.88
21.0,4.8,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,20,9.06
37.0,4.7,Windy,High,1,Snack,scooter,0.0,No,Metropolitian,27,5.97
30.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,1.51
20.0,4.6,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,16,20.21
22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,1.51
36.0,4.3,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,35,17.3
30.0,5.0,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,6.06
27.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,3.11
35.0,4.5,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,13.68
32.0,4.2,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,34,9.18
31.0,4.7,Windy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,26,3.03
20.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,7.49
35.0,4.2,Windy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,34,4.67
28.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,12.26
33.0,4.7,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,12.44
26.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,No,Urban,21,7.65
24.0,4.2,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,42,7.57
25.0,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10,3.1
29.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Urban,26,7.77
34.0,3.9,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,36,10.76
37.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,17.08
21.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,1.5
33.0,4.9,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,30,6.06
38.0,5.0,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,26,14.15
26.0,5.0,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,7.68
26.0,4.7,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,1.52
20.0,4.7,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,16,1.51
26.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,12,9.44
32.0,4.2,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,16.83
23.0,4.6,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,23,6.21
29.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,12.12
22.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,19,4.67
33.0,4.6,Stormy,High,2,Drinks,motorcycle,1.0,No,Urban,26,6.12
39.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,3.12
24.0,4.1,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,7.46
31.0,4.9,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,14,1.54
20.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,25,7.65
22.0,4.8,Sandstorms,Low,1,Buffet,scooter,0.0,No,Urban,12,12.08
38.0,4.8,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,7.55
27.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,15,3.03
24.0,5.0,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,9.18
36.0,4.8,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,11.01
35.0,4.4,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,39,20.25
30.0,4.6,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,10.87
26.0,4.9,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,4.47
29.0,4.9,Windy,Low,1,Meal,scooter,0.0,No,Urban,15,2.98
36.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,10.64
20.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,17.08
27.0,4.9,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,16,1.54
38.0,4.9,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,27,5.87
28.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,17,13.43
22.0,4.7,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,30,20.18
37.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,7.44
21.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,21,14.15
28.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,3.12
27.0,4.3,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,45,5.97
38.0,5.0,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,6.12
28.0,4.9,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Urban,29,20.21
21.0,4.8,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,27,16.39
23.0,4.9,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,10.91
21.0,5.0,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,13.61
29.0,4.7,Cloudy,High,2,Snack,motorcycle,1.0,No,Metropolitian,29,5.95
30.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Urban,24,3.12
39.0,4.9,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,14.15
37.0,5.0,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,22,7.6
25.0,4.8,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,4.67
25.0,4.5,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,12,13.68
30.0,4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,28,7.77
30.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,7.46
27.0,4.3,Fog,Jam,1,Snack,scooter,1.0,No,Urban,31,19.89
36.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,4.63
25.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,13.41
30.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,19,6883.16
25.0,4.5,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,7.76
